sp_name;max_length;trophic_level;trophic_group;water_column;diel_activity;habitat;thermal_mp_5min_95max;thermal_95thmax
Orectolobus ornatus;290;4;Higher carnivore;benthic;Night;rock;20.383;25.203
Orectolobus wardi;63;4;Higher carnivore;benthic;Night;coral;24.947;31.144
Orthonopias triacis;10;3.3;Benthic invertivore;benthic;Day;rock;13.195;19.586
Orthopristis forbesi;30.5;3.5;Benthic invertivore;Demersal;Night;sand;23.6715;27.198
Ostorhinchus angustatus;11;3.3;Benthic invertivore;Demersal;Night;coral;NA;NA
Ostorhinchus aureus;14.5;2.91369863;Benthic invertivore;Demersal;Night;coral;26.396;28.517
Ostorhinchus compressus;12;3.5;Benthic invertivore;Demersal;Night;coral;NA;NA
Ostorhinchus cookii;10;3.5;Benthic invertivore;Demersal;Night;Coral;NA;NA
Ostorhinchus cyanosoma;8;3.4;Benthic invertivore;Demersal;Night;Coral;NA;NA
Ostorhinchus luteus;5;NA;Planktivore;Demersal;Night;Coral;28.449;29.709
Ostorhinchus nigrofasciatus;11;3.533550772;Benthic invertivore;Demersal;Night;coral;26.6709;30.5598
Ostorhinchus parvulus;4;NA;Planktivore;Demersal;Night;coral;29.89415;31.0423
Ostorhinchus properuptus;9;3.533550772;Benthic invertivore;Demersal;Night;coral;24.14525;29.7795
Ostorhinchus rubrimacula;10.15;3.533550772;Benthic invertivore;Demersal;Night;coral;27.4394;30.402
Ostorhinchus sealei;10;NA;Planktivore;Demersal;Night;coral;28.991975;31.0416
Ostorhinchus wassinki;7;3.4;Benthic invertivore;Demersal;Night;coral;26.919;31.377
Ostracion cubicus;45;3.4;Benthic invertivore;Demersal;Day;coral;23.9025;31.635
Ostracion cyanurus;15;3.2;Benthic invertivore;Demersal;Day;coral;26.7095;32.026
Ostracion immaculatus;25;3.3;Benthic invertivore;Demersal;Day;coral;23.5558;31.6686
Ostracion meleagris;25;2.9;Benthic invertivore;Demersal;Day;coral;26.570525;30.79595
Ostracion solorensis;12;3.2;Benthic invertivore;Demersal;Day;coral;27.7961;31.3202
Ostracion whitleyi;15.5;3.2;Benthic invertivore;Demersal;Day;coral;27.453425;29.298
Othos dentex;76;4.5;Higher carnivore;Demersal;Day;rock;18.8167;22.784
Oxycercichthys veliferus;13;3.64375;Benthic invertivore;Demersal;Night;coral;24.921;29.687
Oxycheilinus bimaculatus;15;3.5;Benthic invertivore;Demersal;Day;rock;23.03695;29.9039
Oxycheilinus celebicus;24;3.8;Benthic invertivore;Demersal;Day;coral;29.6065;31.435
Oxycheilinus digramma;40;3.130447761;Benthic invertivore;Demersal;Day;coral;26.966;31.39
Oxycheilinus mentalis;20;NA;Benthic invertivore;Demersal;Day;Coral;22.3815;28.56725
Oxycheilinus orientalis;20;3.8;Benthic invertivore;Demersal;Day;coral;27.5631;31.0534
Oxycheilinus unifasciatus;46;4.1;Benthic invertivore;Demersal;Day;coral;26.200125;30.07325
Oxycirrhites typus;13;3.3;Benthic invertivore;benthic;Day;coral;25.8008;30.8694
Oxyjulis californica;25;3.1;Benthic invertivore;Demersal;Day;rock;17.2806;22.136
Oxylebius pictus;25;3.4;Benthic invertivore;Demersal;Day;rock;14.47;22.136
Oxymonacanthus longirostris;12;3.3;Corallivore;Demersal;Day;coral;25.723;31.382
Pachymetopon aeneum;55;3.2;Browsing herbivore;Demersal;Day;rock;19.8305;23.5525
Pachymetopon blochii;46;3.4;Browsing herbivore;Demersal;Day;rock;17.0692;19.301
Pachymetopon grande;65;3;Browsing herbivore;Demersal;Day;rock;18.43265;22.0406
Pagellus acarne;36;3.5;Benthic invertivore;pelagic site attached;Day;rock;20.2585;26.441
Pagellus erythrinus;60;3.4;Benthic invertivore;Demersal;Day;rock;21.0185;27.633
Pagrus auratus;130;3.3;Benthic invertivore;Demersal;Day;rock;19.271;24.56
Pagrus auriga;80;3.4;Benthic invertivore;Demersal;Day;rock;21.45185;23.93975
Pagrus pagrus;91;3.7;Benthic invertivore;Demersal;Day;rock;19.0856;28.2246
Parablennius gattorugine;30;2.9;Omnivore;benthic;Day;rock;17.1105;26.3384
Parablennius incognitus;5.8;2.4;Browsing herbivore;benthic;Day;rock;18.157975;26.43695
Parablennius intermedius;12;2.4;Browsing herbivore;benthic;Day;rock;20.2985;25.2
Parablennius laticlavius;8;3.3;Benthic invertivore;benthic;Day;rock;18.9449;23.544
Parablennius marmoreus;8.5;2.5;Browsing herbivore;benthic;Day;coral;25.7433;30.505
Parablennius pilicornis;12.7;3.2;Browsing herbivore;benthic;Day;rock;19.007;26.441
Parablennius rouxi;8;2.6;Browsing herbivore;benthic;Day;rock;18.419375;26.95975
Parablennius sanguinolentus;20;2.1;Scraping herbivore;benthic;Day;rock;17.912;25.945
Parablennius serratolineatus;12.5;2.615316206;Browsing herbivore;benthic;Day;rock;21.2765;23.895
Parablennius tasmanianus;13;2.4;Browsing herbivore;benthic;Day;rock;16.3515;22.373
Parablennius zvonimiri;7;2.4;Browsing herbivore;benthic;Day;rock;19.4857;29.0924
Paracaesio xanthura;50;3.4;Planktivore;pelagic site attached;Day;coral;24.44215;32.32425
Paracanthurus hepatus;31;3.4;Omnivore;Demersal;Day;coral;25.3143;30.6796
Paracentropyge multifasciata;12;2.819349593;Browsing herbivore;Demersal;Day;coral;29.81025;31.1155
Parachaetodon ocellatus;18;2.8;Benthic invertivore;Demersal;Day;coral;26.09195;32.101
Paracheilinus cyaneus;7;NA;Planktivore;benthic;Day;coral;29.78525;30.37505
Paracheilinus octotaenia;9;NA;Planktivore;benthic;Day;coral;24.847;28.649
Paracirrhites arcatus;20;3.6;Benthic invertivore;benthic;Day;coral;26.42;30.332
Paracirrhites forsteri;22;4.3;Higher carnivore;benthic;Day;coral;26.796;31.224
Paracirrhites hemistictus;29;3.8;Benthic invertivore;benthic;Day;coral;26.75825;29.973
Paracirrhites nisus;8.1;3.5;Benthic invertivore;benthic;Day;coral;28.033;29.477
Paracirrhites xanthus;10;3.5;Benthic invertivore;benthic;Day;coral;28.056;29.477
Paragobiodon echinocephalus;4;3.1;Benthic invertivore;benthic;Day;coral;25.16;30.437
Paragobiodon xanthosoma;4;NA;Browsing herbivore;benthic;Day;coral;27.243125;29.90335
Parajulis poecilepterus;34;3.4;Benthic invertivore;Demersal;Day;rock;22.471;29.714
Paralabrax albomaculatus;50.8;4.5;Higher carnivore;Demersal;Day;coral;23.405625;26.66625
Paralabrax auroguttatus;NA;NA;Higher carnivore;benthic;Day;rock;22.6302;29.4404
Paralabrax clathratus;72;3.9;Higher carnivore;Demersal;Day;rock;16.778;22.136
Paralabrax maculatofasciatus;60;NA;Higher carnivore;benthic;Day;rock;20.6733;29.254
Paralabrax nebulifer;67;NA;Higher carnivore;benthic;Day;rock;17.820925;22.136
Paraluteres prionurus;11;2.7;Omnivore;Demersal;Day;coral;26.3695;30.409
Paramonacanthus japonicus;12;2.8;Browsing herbivore;Demersal;Day;rock;25.0568;29.99
Paranotothenia magellanica;38;3.4;Benthic invertivore;benthic;Night;rock;6.606625;10.73235
Paranthias colonus;35.6;3.8;Planktivore;pelagic site attached;Day;coral;25.4915;30.21
Paranthias furcifer;30;3.1;Planktivore;pelagic site attached;Day;coral;27.7815;29.299
Parapercis australis;24;3.5;Benthic invertivore;benthic;Day;sand;24.5808;30.0306
Parapercis clathrata;24;3.6;Benthic invertivore;benthic;Day;sand;26.422;31.419
Parapercis colias;45;3.9;Benthic invertivore;benthic;Day;rock;15.889;20.128
Parapercis haackei;11;3.4;Benthic invertivore;benthic;Day;sand;18.667;23.993
Parapercis hexophtalma;29;3.6;Benthic invertivore;benthic;Day;sand;NA;NA
Parapercis lineopunctata;74.1;3.9;Benthic invertivore;benthic;Day;sand;27.118;30.402
Parapercis millepunctata;18;3.5;Benthic invertivore;benthic;Day;sand;26.901575;30.83595
Parapercis multiplicata;15;3.5;Benthic invertivore;benthic;Day;sand;27.6882;31.16675
Parapercis pacifica;18.6;3.5;Benthic invertivore;benthic;Day;sand;26.41405;31.18125
Parapercis queenslandica;29;3.6;Benthic invertivore;benthic;Day;sand;NA;NA
Parapercis ramsayi;20;3.5;Benthic invertivore;benthic;Day;sand;20.173;24.56
Parapercis schauinslandii;18;3.4;Benthic invertivore;benthic;Day;sand;28.063625;30.48975
Parapercis signata;13;4;Benthic invertivore;Demersal;Day;sand;29.5495;30.792
Parapercis snyderi;11;3.4;Benthic invertivore;benthic;Day;sand;23.182;31.136
Parapercis stricticeps;18;3.5;Benthic invertivore;benthic;Day;sand;21.96425;27.7585
Parapercis tetracantha;26;3.6;Benthic invertivore;benthic;Day;sand;29.0705;30.543
Parapercis xanthogramma;NA;NA;Benthic invertivore;benthic;Day;sand;NA;NA
Parapercis xanthozona;23;3.6;Benthic invertivore;benthic;Day;sand;26.44975;30.6614
Paraplesiops bleekeri;40;3.8;Benthic invertivore;Demersal;Night;rock;19.255;23.239
Paraplesiops meleagris;36;4;Benthic invertivore;Demersal;Night;rock;17.856;23.178
Paraplesiops poweri;8.3;3.6;Benthic invertivore;Demersal;Night;rock;23.8395;27.64
Paraplotosus butleri;32.5;3.4;Benthic invertivore;Demersal;Night;coral;26.46;31.495
Parapriacanthus dispar;16;3.4;Planktivore;Demersal;Night;coral;26.5525;30.31
Parapriacanthus elongatus;14;3.5;Benthic invertivore;Demersal;Night;rock;18.2685;23.261
Parapriacanthus ransonneti;10;3.4;Benthic invertivore;Demersal;Night;coral;25.084075;30.873
Parapristipoma octolineatum;50;3.6;Benthic invertivore;Demersal;Night;rock;23.169;26.771
Parapristipoma trilineatum;40;3.4;Benthic invertivore;Demersal;Night;rock;23.2895;31.136
Parascorpis typus;60;3.2;Benthic invertivore;pelagic site attached;Day;rock;18.1854;21.4318
Parascyllium ferrugineum;80;3.8;Higher carnivore;benthic;Day;rock;17.6353;22.7366
Parascyllium variolatum;91;3.8;Higher carnivore;benthic;Night;rock;17.6957;22.8574
Paratrachichthys trailli;24.6;3.5;Planktivore;Demersal;Night;rock;15.102825;18.502
Pareques acuminatus;23;3.6;Benthic invertivore;benthic;Night;coral;26.5946;30.91
Pareques perissa;30;3.5;Benthic invertivore;benthic;Night;coral;23.650175;26.2779
Pareques viola;25;3.5;Benthic invertivore;benthic;Night;coral;26.306075;29.79415
Parequula melbournensis;22;3.3;Benthic invertivore;pelagic site attached;Night;sand;17.8635;22.75
Paristiopterus gallipavo;100;3.5;Benthic invertivore;Demersal;Day;rock;19.3135;22.2
Paristiopterus labiosus;100;3.3;Benthic invertivore;Demersal;Day;rock;16.994;22.6065
Parma alboscapularis;22;2;Algal farmer;Demersal;Day;rock;19.8315;24.92
Parma bicolor;14;2.7;Browsing herbivore;Demersal;Day;rock;19.605;22.745
Parma kermadecensis;22;2.7;Browsing herbivore;Demersal;Day;rock;20.726;24.381
Parma mccullochi;30;2.8;Browsing herbivore;Demersal;Day;rock;19.9045;23.311
Parma microlepis;20;2.7;Browsing herbivore;Demersal;Day;rock;18.7685;24.56
Parma occidentalis;30;2.7;Browsing herbivore;Demersal;Day;rock;20.5545;23.993
Parma oligolepis;20;2.7;Algal farmer;Demersal;Day;rock;22.1555;28.141
Parma polylepis;21;2.7;Algal farmer;Demersal;Day;rock;21.869;25.039
Parma unifasciata;20;2.7;Browsing herbivore;Demersal;Day;rock;20.6;25.637
Parma victoriae;25;2.8;Browsing herbivore;Demersal;Day;rock;16.9185;22.065
Parupeneus barberinoides;30;3.4;Benthic invertivore;Demersal;Day;sand;26.281;31.137
Parupeneus barberinus;60;3.4;Benthic invertivore;Demersal;Day;sand;26.620625;31.5415
Parupeneus chrysopleuron;55;3.5;Benthic invertivore;Demersal;Day;sand;23.806225;30.49645
Parupeneus ciliatus;38;3.5;Benthic invertivore;Demersal;Day;sand;23.29925;30.4285
Parupeneus crassilabris;35;3.5;Benthic invertivore;Demersal;Day;sand;27.4894;31.036
Parupeneus cyclostomus;50;4.2;Higher carnivore;Demersal;Day;sand;26.51075;31.282
Parupeneus forsskali;28;3.3;Benthic invertivore;Demersal;Day;sand;25.9202;30.56275
Parupeneus heptacanthus;36;3.4;Benthic invertivore;Demersal;Day;Sand;26.93085;31.546
Parupeneus indicus;45;3.5;Benthic invertivore;Demersal;Day;sand;26.6755;31.31
Parupeneus insularis;30;3.7;Benthic invertivore;Demersal;Day;sand;26.541;30.044
Parupeneus macronemus;40;3.5;Benthic invertivore;Demersal;Day;sand;27.78575;32.8685
Parupeneus multifasciatus;35;3.5;Benthic invertivore;Demersal;Day;sand;25.6195;31.224
Parupeneus pleurostigma;33;3.4;Benthic invertivore;Demersal;Day;sand;24.266;31.167
Parupeneus porphyreus;51;3.5;Benthic invertivore;Demersal;Day;sand;25.7285;27.392
Parupeneus spilurus;47;3.6;Benthic invertivore;Demersal;Day;sand;20.454;25.637
Pastinachus ater;200;3.6;Benthic invertivore;benthic;Day;sand;NA;NA
Pastinachus sephen;183;3.7;Benthic invertivore;benthic;Day;sand;26.085;32.8949
Patagonotothen guntheri;18;3.4;Benthic invertivore;benthic;Night;rock;11.3073;18.287
Patagonotothen cornucola;11;3.4;Benthic invertivore;benthic;Night;rock;6.784;11.193
Patagonotothen tessellata;28;3.7;Benthic invertivore;benthic;Night;rock;7.5118;11.193
Patagonotothen wiltoni;13;3.5;Benthic invertivore;benthic;Night;rock;7.6355;10.778
Pelates octolineatus;28;2.6;Benthic invertivore;Demersal;Day;sand;19.820225;23.731
Pelates quadrilineatus;30;3.5;Benthic invertivore;Demersal;Day;sand;20.527;24.884
Helotes sexlineatus;20;2;Benthic invertivore;Demersal;Day;sand;20.721975;26.06195
Pelsartia humeralis;38;3;Benthic invertivore;Demersal;Day;sand;20.4035;23.731
Pempheris adspersa;15;3;Benthic invertivore;Demersal;Night;rock;17.7344;21.512
Pempheris adusta;17;3.4;Benthic invertivore;Demersal;Night;coral;23.3765;31.31
Pempheris affinis;17;3.4;Benthic invertivore;Demersal;Night;rock;20.4474;25.6238
Pempheris analis;20;3.4;Benthic invertivore;Demersal;Night;coral;24.43825;31.1075
Pempheris compressa;20;3.5;Benthic invertivore;Demersal;Night;rock;19.437475;23.60395
Pempheris klunzingeri;21;3.4;Benthic invertivore;Demersal;Night;rock;18.2275;23.311
Pempheris mangula;16;3.4;Benthic invertivore;Demersal;Night;coral;29.778;30.95
Pempheris molucca;15;3.3;Benthic invertivore;Demersal;Night;coral;25.6095;29.794
Pempheris multiradiata;28;3.5;Benthic invertivore;Demersal;Night;rock;16.867;23.239
Pempheris ornata;7.5;3.3;Benthic invertivore;Demersal;Night;rock;17.711;22.146
Pempheris oualensis;20;3.6;Benthic invertivore;Demersal;Night;coral;24.68465;30.3583
Pempheris schomburgkii;15;3.1;Benthic invertivore;Demersal;Night;coral;26.7945;30.491
Pempheris schwenkii;15;3.4;Benthic invertivore;Demersal;Night;coral;24.1692;31.1164
Pempheris vanicolensis;20;3.5;Benthic invertivore;Demersal;Night;coral;25.196725;30.95
Pentaceropsis recurvirostris;61;3;Benthic invertivore;Demersal;Day;rock;16.9375;22.598
Pentapodus aureofasciatus;29;3.6;Benthic invertivore;Demersal;Day;coral;24.95475;29.883
Pentapodus caninus;35;3.6;Benthic invertivore;Demersal;Day;coral;26.46425;30.381
Pentapodus emeryii;29;3.633333333;Planktivore;Demersal;Day;Sand;27.1705;31.546
Pentapodus paradiseus;30;3.7;Benthic invertivore;Demersal;Day;coral;23.344;30.518
Pentapodus porosus;27;3.6;Benthic invertivore;Demersal;Day;rock;26.5825;31.684
Pentapodus trivittatus;25;3.6;Benthic invertivore;Demersal;Day;coral;28.5725;31.655
Pentapodus vitta;31;3.6;Benthic invertivore;Demersal;Day;sand;24.089;31.31
Pervagor alternans;16;2.9;Omnivore;Demersal;Day;coral;22.771125;29.292
Pervagor aspricaudus;13;2.9;Omnivore;Demersal;Day;coral;26.34735;29.5077
Pervagor janthinosoma;13;2.9;Omnivore;Demersal;Day;coral;24.9615;30.792
Pervagor marginalis;6.2;2.9;Omnivore;Demersal;Day;coral;24.898;29.197
Pervagor melanocephalus;16;2.9;Omnivore;Demersal;Day;coral;27.436975;31.11695
Petroscirtes breviceps;11;2.1;Omnivore;benthic;Day;rock;23.4559;30.2945
Petroscirtes fallax;9.5;2.2;Omnivore;benthic;Day;coral;22.807575;30.103
Petroscirtes lupus;13;2.1;Browsing herbivore;benthic;Day;rock;19.9155;24.56
Petroscirtes mitratus;8.5;2;Omnivore;benthic;Day;coral;23.622575;30.31685
Phanerodon atripes;29;3.4;Benthic invertivore;pelagic site attached;Day;rock;16.443;19.586
Pholidapus dybowskii;46;3.1;Benthic invertivore;benthic;Day;rock;14.9085;23.962
Pholidichthys leucotaenia;34;NA;Planktivore;benthic;Day;rock;29.60765;30.4693
Pholis crassispina;25;3.3;Planktivore;benthic;Day;rock;14.217375;26.6
Pholis gunnellus;25;3.5;Planktivore;benthic;Day;rock;10.225725;19.94155
Phycodurus eques;43;3.3;Planktivore;benthic;Day;rock;21.52525;29.7745
Phyllogobius platycephalops;7.632458983;3.148550725;Benthic invertivore;benthic;Day;Coral;28.426375;31.176
Phyllopteryx taeniolatus;46;3.5;Planktivore;benthic;Day;rock;16.867;23.239
Pictichromis paccagnellae;7;3.5;Benthic invertivore;benthic;Night;coral;27.4434;30.737
Pictichromis porphyrea;6;3.5;Benthic invertivore;benthic;Night;coral;25.7413;30.6506
Pictilabrus laticlavius;30;3.5;Benthic invertivore;Demersal;Day;rock;16.9965;23.239
Pictilabrus viridis;14;3.4;Benthic invertivore;Demersal;Day;rock;19.7302;23.2624
Pinguipes brasilianus;70;3.8;Benthic invertivore;Demersal;Day;rock;14.6537;19.0904
Pinguipes chilensis;50;3.4;Benthic invertivore;Demersal;Day;rock;13.491;18.86
Plagiotremus azaleus;10;4.4;Cleaner;benthic;Day;coral;25.5325;30.292
Plagiotremus ewaensis;10.2;4.2;Benthic invertivore;benthic;Day;coral;25.438;26.849
Plagiotremus goslinei;6.4;4;Benthic invertivore;benthic;Day;coral;25.752;27.015
Plagiotremus laudandus;8;4;Cleaner;benthic;Day;coral;26.1544;30.8868
Plagiotremus phenax;8;4;Cleaner;benthic;Day;coral;29.8068;31.4738
Plagiotremus rhinorhynchos;12;4.5;Cleaner;benthic;Day;coral;23.6745;31.179
Plagiotremus tapeinosoma;14;3.8;Cleaner;benthic;Day;coral;23.123;30.405
Plagiotremus townsendi;6;3.8;Benthic invertivore;benthic;Day;coral;26.8799;30.79065
Platax batavianus;65;3.5;Benthic invertivore;Demersal;Day;coral;26.61765;31.7413
Platax boersii;57.5;3.55;Benthic invertivore;pelagic site attached;Day;Coral;29.3765;31.07
Platax orbicularis;50;3.3;Benthic invertivore;Demersal;Day;coral;26.584;31.382
Platax pinnatus;45;3.3;Benthic invertivore;Demersal;Day;coral;27.0115;31.351
Platax teira;70;4;Benthic invertivore;Demersal;Day;coral;25.68205;31.4048
Platycephalus bassensis;46;4.3;Higher carnivore;benthic;Night;sand;17.08095;23.8319
Platycephalus endrachtensis;76;3.7;Higher carnivore;benthic;Night;sand;22.78195;28.195
Platycephalus fuscus;120;4.1;Higher carnivore;benthic;Night;sand;20.365;24.56
Platycephalus laevigatus;50;4.1;Benthic invertivore;benthic;Night;sand;17.075425;22.919
Platycephalus richardsoni;65;3.9;Higher carnivore;benthic;Night;sand;13.8155;18.006
Platycephalus speculator;90;3.9;Higher carnivore;benthic;Night;sand;17.45395;23.4437
Plectorhinchus albovittatus;100;3.9;Benthic invertivore;Demersal;Night;coral;26.677125;30.543
Plectorhinchus caeruleonothus;100;3.79981685;Benthic invertivore;Demersal;Day;coral;NA;NA
Plectorhinchus chaetodonoides;72;3.8;Benthic invertivore;Demersal;Night;coral;26.8704;31.3268
Plectorhinchus chrysotaenia;41;3.5;Benthic invertivore;Demersal;Night;coral;27.262;30.437
Plectorhinchus diagrammus;40;3.4;Benthic invertivore;Demersal;Night;coral;26.0552;31.0464
Plectorhinchus flavomaculatus;60;4;Benthic invertivore;Demersal;Night;coral;24.079;30.402
Plectorhinchus gibbosus;75;3.6;Benthic invertivore;Demersal;Night;coral;26.054875;32.01875
Plectorhinchus lessonii;66.33333333;3.79981685;Benthic invertivore;Demersal;Day;Coral;27.1175;30.6089
Plectorhinchus lineatus;72;3.9;Benthic invertivore;Demersal;Night;coral;27.00885;30.543
Plectorhinchus multivittatus;50;4;Benthic invertivore;Demersal;Night;coral;26.82015;32.167
Plectorhinchus picus;84;3.9;Benthic invertivore;Demersal;Night;coral;24.492275;29.90855
Plectorhinchus polytaenia;50;4;Benthic invertivore;Demersal;Night;coral;26.879825;31.55715
Plectorhinchus schotaf;80;3.8;Benthic invertivore;Demersal;Night;Coral;NA;NA
Plectorhinchus vittatus;72;3.8;Benthic invertivore;Demersal;Night;coral;27.337275;31.41475
Plectranthias nanus;5;NA;Higher carnivore;Demersal;Day;Coral;26.658575;30.05115
Plectroglyphidodon dickii;11;3.4;Benthic invertivore;Demersal;Day;coral;25.1505;31.17
Plectroglyphidodon flaviventris;7;2.4;Benthic invertivore;Demersal;Day;coral;26.351425;29.51
Plectroglyphidodon imparipennis;6;3.2;Benthic invertivore;Demersal;Day;coral;25.7638;29.1072
Plectroglyphidodon johnstonianus;14;3.4;Benthic invertivore;Demersal;Day;coral;24.856;30.581
Plectroglyphidodon lacrymatus;10;2.2;Algal farmer;Demersal;Day;coral;26.6555;31.224
Plectroglyphidodon leucozonus;12;2;Browsing herbivore;Demersal;Day;coral;25.1523;30.5152
Plectroglyphidodon phoenixensis;9;2;Benthic invertivore;Demersal;Day;coral;26.2402;29.513
Plectropomus areolatus;73;4.5;Higher carnivore;Demersal;Day;coral;27.5699;31.0906
Plectropomus laevis;125;4.1;Higher carnivore;Demersal;Day;coral;26.80615;30.6753
Plectropomus leopardus;120;4.5;Higher carnivore;pelagic site attached;Day;coral;25.737;31.165
Plectropomus maculatus;100;4.1;Higher carnivore;Demersal;Day;coral;26.199225;32.167
Plectropomus oligacanthus;107.6;4.230725624;Higher carnivore;Demersal;Day;Coral;28.9845;31.311
Plectropomus pessuliferus;120;4.3;Higher carnivore;Demersal;Day;coral;26.273;31.1668
Pleuronichthys coenosus;36;3.2;Benthic invertivore;benthic;Night;sand;17.543325;21.7535
